,658,690,637,XLK,SHV,700,704,QQQ,IEI,LQD,GLD,127,143,603,702,712,170,OIL,701
,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,closingIndexPrice
2020-08-24,377.89,451.97,234.16,115.19210815429688,101.7861099243164,526.07,759.0,277.41217041015625,125.70733642578125,120.23149871826172,181.0,686.05,1466.66,343.27,328.31,344.04,456.36,12.580400466918945,283.57
2020-08-25,377.7,451.58,234.3,115.77310180664062,101.77694702148438,525.53,757.74,279.5932312011719,125.61325073242188,119.71068572998047,181.22000122070312,688.77,1474.32,343.68,328.29,344.68,456.64,12.580400466918945,283.69
2020-08-26,377.54,451.38,234.27,118.12614440917969,101.77694702148438,525.29,757.09,285.5594177246094,125.61325073242188,119.7547607421875,183.36000061035156,691.1,1493.07,344.22,328.33,345.28,457.74,12.580400466918945,283.56
2020-08-27,378.05,451.92,234.27,118.22297668457031,101.7861099243164,525.92,758.71,284.66937255859375,125.51913452148438,118.80147552490234,181.24000549316406,679.95,1481.59,344.48,328.33,345.44,451.46,12.580400466918945,283.93
2020-08-28,,,,119.25908660888672,101.79531860351562,,,286.1169738769531,125.68848419189453,119.16339111328125,184.38999938964844,,,,,,,12.580400466918945,
2020-08-30,378.4,452.03,234.29,,,526.13,759.49,,,,,686.59,1483.64,344.57,328.29,345.83,455.94,,283.63
2020-08-31,379.46,452.11,234.29,119.6367416381836,101.7861099243164,526.24,759.58,288.41546630859375,125.71672821044922,119.69300842285156,184.8300018310547,677.56,1473.16,344.04,328.29,346.19,449.43,12.580400466918945,283.61
2020-09-01,379.2,452.01,234.23,121.92198944091797,101.78060913085938,526.11,759.17,293.3450622558594,125.8260498046875,120.44937133789062,185.0500030517578,670.68,1468.16,344.21,328.33,346.35,446.08,12.580400466918945,283.61
2020-09-02,379.1,451.68,234.32,123.00651550292969,101.789794921875,525.68,757.95,296.1227722167969,125.854248046875,120.92706298828125,182.6199951171875,665.38,1466.96,343.96,328.3,346.32,443.03,12.580400466918945,283.6
2020-09-03,378.04,451.45,234.35,115.9958267211914,101.78060913085938,525.42,757.17,281.1092224121094,125.90131378173828,120.66168975830078,181.13999938964844,633.7,1417.7,342.05,328.3,344.86,422.78,12.580400466918945,283.46
2020-09-04,,,,114.37871551513672,101.78060913085938,,,277.3631591796875,125.61880493164062,119.37897491455078,181.63999938964844,,,,,,,12.580400466918945,
2020-09-06,377.38,451.13,234.3,,,524.99,755.85,,,,,637.79,1422.93,342.3,328.3,344.72,425.31,,283.52
2020-09-07,377.21,450.87,234.33,,,524.66,754.89,,,,,646.65,1434.18,342.66,328.31,344.57,430.39,,283.42
2020-09-08,377.08,451.24,233.96,109.20783996582031,101.78060913085938,525.15,756.16,264.03204345703125,125.75064849853516,119.49396514892578,181.2899932861328,634.86,1408.75,341.74,328.34,343.56,423.36,12.580400466918945,283.41
2020-09-09,376.96,450.84,233.96,112.77128601074219,101.78060913085938,524.62,754.43,271.78814697265625,125.75064849853516,119.57361602783203,183.0500030517578,629.84,1403.36,342.14,328.32,343.92,419.45,12.580400466918945,283.45
2020-09-10,375.66,450.14,233.72,110.22460174560547,101.78060913085938,523.65,751.41,266.36956787109375,125.78829956054688,119.66207885742188,182.4600067138672,617.3,1381.58,341.24,328.32,343.04,412.32,12.580400466918945,283.63
2020-09-11,,,,109.38215637207031,101.78060913085938,,,264.52105712890625,125.90131378173828,119.75048828125,182.4499969482422,,,,,,,12.580400466918945,
2020-09-13,374.63,449.69,233.63,,,523.11,749.92,,,,,606.41,1375.48,340.18,328.25,341.72,406.68,,283.45
2020-09-14,374.74,449.43,233.75,111.67708587646484,101.78060913085938,522.77,748.86,269.1277770996094,125.8260498046875,120.05128479003906,183.88999938964844,619.22,1407.86,340.96,328.31,342.5,415.54,12.580400466918945,283.43
2020-09-15,375.39,449.77,233.79,112.7809829711914,101.78060913085938,523.21,750.19,272.9422912597656,125.80715942382812,120.1839599609375,183.4499969482422,624.07,1416.65,341.64,328.31,342.99,417.53,12.580400466918945,283.45
2020-09-16,375.27,450.61,233.47,111.0379867553711,101.78060913085938,524.3,753.32,268.58984375,125.7789535522461,120.2635726928711,183.97000122070312,642.18,1422.5,341.91,328.3,343.05,421.6,12.580400466918945,283.5
2020-09-17,374.88,451.19,233.51,110.11808776855469,101.78060913085938,525.06,755.61,264.39385986328125,125.78829956054688,120.29013061523438,182.9600067138672,640.37,1415.0,342.73,328.27,343.55,421.52,12.580400466918945,283.5
2020-09-18,,,,108.22016143798828,101.78060913085938,,,261.0195007324219,125.74121856689453,120.06895446777344,183.1999969482422,,,,,,,12.580400466918945,
2020-09-21,375.01,451.67,233.35,109.11979675292969,101.78060913085938,525.69,757.43,261.6454772949219,125.81655883789062,119.95397186279297,179.52000427246094,636.18,1406.99,342.41,328.26,343.34,416.79,12.580400466918945,283.47
2020-09-22,374.52,451.06,233.28,110.84723663330078,101.78060913085938,524.91,755.23,266.50653076171875,125.83538055419922,120.02471160888672,178.64999389648438,638.26,1412.46,342.35,328.25,343.22,419.32,12.580400466918945,283.42
2020-09-23,373.2,450.34,233.15,107.39236450195312,101.78060913085938,523.97,752.34,258.36895751953125,125.8260498046875,119.1578140258789,174.7899932861328,616.64,1387.91,341.82,328.23,342.91,408.83,12.580400466918945,283.38
2020-09-24,371.85,449.91,233.07,107.9940414428711,101.78060913085938,523.41,750.57,259.57208251953125,125.84481811523438,118.85704040527344,175.44000244140625,612.66,1355.44,340.87,328.24,341.73,404.81,12.580400466918945,283.4
2020-09-25,,,,110.57550048828125,101.78060913085938,,,265.606689453125,125.90131378173828,118.7331771850586,174.94000244140625,,,,,,,12.580400466918945,
2020-09-28,,,,112.69113159179688,101.78060913085938,,,271.1230773925781,125.89192962646484,119.33470916748047,176.6999969482422,,,,,,,12.580400466918945,
2020-09-29,371.61,450.19,232.88,112.31266021728516,101.789794921875,523.79,751.49,269.9004821777344,125.94843292236328,119.18435668945312,178.19000244140625,630.05,1393.58,341.45,328.3,341.52,416.3,12.580400466918945,283.38
2020-09-30,371.0,450.11,232.93,113.25397491455078,101.78060913085938,523.68,751.03,271.7490539550781,125.81655883789062,119.16665649414062,177.1199951171875,630.33,1410.95,341.9,328.35,342.01,415.55,12.580400466918945,283.39
2020-10-01,371.64,449.72,232.95,114.44766235351562,101.79257202148438,523.16,749.45,276.0623779296875,125.84015655517578,119.49822998046875,178.6999969482422,621.58,1420.55,342.36,328.39,342.39,409.3,12.580400466918945,283.4
2020-10-02,,,,111.54596710205078,101.7833480834961,,,268.29638671875,125.79303741455078,119.51596069335938,178.5399932861328,,,,,,,12.580400466918945,
2020-10-04,372.44,449.78,232.9,,,523.24,749.65,,,,,639.02,1444.61,342.71,328.37,342.68,421.09,,283.39
2020-10-05,371.96,449.43,232.84,113.9915542602539,101.7833480834961,522.76,748.26,274.0181884765625,125.49137115478516,119.11701202392578,179.41000366210938,638.17,1461.31,342.92,328.41,342.64,423.02,12.580400466918945,283.51
2020-10-06,371.7,449.07,232.9,112.22528839111328,101.79257202148438,522.3,746.72,269.1277770996094,125.58568572998047,119.01947784423828,177.3000030517578,660.67,1463.07,342.94,328.47,342.47,436.84,12.580400466918945,283.44
2020-10-07,371.08,448.9,232.92,114.28270721435547,101.7833480834961,522.07,745.95,273.7834167480469,125.4631576538086,119.05493927001953,177.22000122070312,659.45,1453.83,342.9,328.49,341.74,440.45,12.580400466918945,283.44
2020-10-08,371.35,449.05,232.97,114.87468719482422,101.7833480834961,522.27,746.52,275.2407531738281,125.54798126220703,119.3475112915039,177.85000610351562,664.46,1477.57,343.52,328.47,342.48,445.86,12.580400466918945,283.44
2020-10-09,,,,116.6312255859375,101.7833480834961,,,279.44647216796875,125.50084686279297,119.62236785888672,181.0800018310547,,,,,,,12.580400466918945,
2020-10-11,371.62,448.93,233.01,,,522.1,746.02,,,,,676.43,1486.34,343.75,328.47,343.04,451.64,,283.48
2020-10-12,371.3,448.88,232.91,119.81436920166016,101.79257202148438,522.04,745.99,288.0731506347656,125.54798126220703,120.31385803222656,180.55999755859375,680.37,1486.83,343.81,328.46,343.15,454.29,12.580400466918945,283.51
2020-10-13,371.87,449.32,233.04,119.04771423339844,101.79257202148438,522.61,747.67,288.0633544921875,125.6799545288086,120.19859313964844,177.72000122070312,660.48,1474.97,343.98,328.42,343.32,442.66,12.580400466918945,283.5
2020-10-14,372.17,449.56,233.03,118.41690826416016,101.77418518066406,522.93,748.61,285.6572570800781,125.6893539428711,120.31385803222656,178.27000427246094,663.75,1487.35,344.4,328.42,343.79,444.71,12.580400466918945,283.48
2020-10-15,372.72,449.85,233.06,117.88314056396484,101.7833480834961,523.27,749.49,283.7402038574219,125.64219665527344,120.18975830078125,178.9199981689453,646.18,1470.0,344.48,328.45,343.8,434.49,12.580400466918945,283.62
2020-10-16,,,,117.54347229003906,101.7833480834961,,,282.18511962890625,125.62335968017578,119.98584747314453,178.3000030517578,,,,,,,12.580400466918945,
2020-10-18,373.88,450.16,233.51,,,523.69,750.74,,,,,653.53,1482.99,345.11,328.47,344.57,439.8,,283.62
2020-10-19,373.75,450.04,233.37,115.3890380859375,101.77418518066406,523.55,750.06,277.57830810546875,125.54798126220703,119.75533294677734,178.38999938964844,654.5,1485.95,345.43,328.5,344.74,442.11,12.580400466918945,283.53
2020-10-20,373.14,449.99,233.26,115.78692626953125,101.77418518066406,523.51,750.07,278.1750183105469,125.4631576538086,119.50708770751953,179.25,656.79,1480.16,344.78,328.47,344.05,441.02,12.580400466918945,283.47
2020-10-21,373.29,449.86,233.22,115.61224365234375,101.77418518066406,523.32,749.48,277.9598083496094,125.40663146972656,119.31204223632812,180.60000610351562,655.43,1478.81,344.94,328.5,344.28,438.98,12.580400466918945,283.5
2020-10-22,372.83,449.65,233.22,115.06878662109375,101.77418518066406,523.04,748.82,277.95001220703125,125.25579071044922,119.04610443115234,178.8300018310547,656.25,1471.05,345.06,328.45,344.51,440.19,12.580400466918945,283.51
2020-10-23,,,,114.94264221191406,101.77418518066406,,,278.497802734375,125.30290985107422,119.3475112915039,178.63999938964844,,,,,,,12.580400466918945,
2020-10-25,372.95,449.81,233.14,,,523.26,749.47,,,,,665.65,1487.14,344.83,328.46,344.13,443.17,,283.49
2020-10-26,372.98,449.75,233.04,112.44850158691406,101.77418518066406,523.2,749.4,274.32135009765625,125.41602325439453,119.59571838378906,178.5500030517578,667.01,1475.28,344.37,328.43,343.55,443.26,12.580400466918945,283.44
2020-10-27,372.64,449.43,232.88,113.01139068603516,101.77418518066406,522.77,748.28,276.4633483886719,125.52915954589844,120.08338165283203,179.02000427246094,653.16,1470.16,344.28,328.42,343.41,436.94,12.580400466918945,283.44
2020-10-28,372.17,449.28,232.8,108.21725463867188,101.77418518066406,522.57,747.77,265.68499755859375,125.52915954589844,119.48936462402344,176.1300048828125,629.39,1438.45,343.47,328.39,342.63,421.58,12.580400466918945,283.45
2020-10-29,371.59,448.26,232.67,110.02233123779297,101.7833480834961,521.23,743.88,270.33087158203125,125.36890411376953,119.1790771484375,175.39999389648438,637.11,1461.67,343.41,328.4,342.25,424.36,12.580400466918945,283.45
2020-10-30,,,,107.5864486694336,101.79257202148438,,,263.4743957519531,125.26524353027344,118.55847930908203,176.1999969482422,,,,,,,12.580400466918945,
2020-11-01,370.68,447.78,232.96,,,520.6,742.12,,,,,631.25,1460.94,343.13,328.42,342.15,421.14,,283.46
2020-11-02,369.81,447.33,232.96,107.8581771850586,101.77142333984375,520.01,740.64,264.0613708496094,125.28595733642578,119.02314758300781,177.91000366210938,637.91,1487.1,343.55,328.39,342.58,425.77,12.580400466918945,283.42
2020-11-03,368.76,446.5,232.99,109.76030731201172,101.78978729248047,518.93,737.59,268.62896728515625,125.21997833251953,119.13865661621094,178.9199981689453,656.12,1483.21,343.16,328.35,342.52,436.33,12.580400466918945,283.41
2020-11-04,369.98,447.11,233.15,114.0303726196289,101.77142333984375,519.74,739.8,280.62017822265625,125.60663604736328,120.92436218261719,178.82000732421875,657.17,1496.7,343.58,328.38,342.96,437.3,12.580400466918945,283.4
2020-11-05,370.01,447.17,233.01,117.57260131835938,101.78063201904297,519.8,740.07,287.93621826171875,125.57829284667969,121.37747955322266,182.92999267578125,667.42,1505.14,344.37,328.38,343.75,441.94,12.580400466918945,283.41
2020-11-06,,,,117.98989868164062,101.78063201904297,,,288.15130615234375,125.42745208740234,120.99543762207031,183.19000244140625,,,,,,,12.580400466918945,
2020-11-08,369.98,446.8,233.19,,,519.32,738.64,,,,,668.25,1516.98,344.74,328.4,344.17,442.64,,283.43
2020-11-09,370.49,445.71,233.58,117.13589477539062,101.77142333984375,517.89,734.37,282.2632751464844,125.05021667480469,120.08033752441406,175.0800018310547,705.04,1565.31,346.0,328.41,345.44,464.25,12.580400466918945,283.4
2020-11-10,372.25,446.68,233.7,114.95231628417969,101.77142333984375,519.17,737.94,277.20672607421875,124.9087142944336,119.7694091796875,175.66000366210938,715.48,1545.31,346.44,328.4,346.12,465.82,12.580400466918945,283.4
2020-11-11,372.75,446.94,233.65,117.67935943603516,101.78063201904297,519.5,738.86,283.40771484375,124.9653091430664,119.99152374267578,174.89999389648438,752.19,1553.36,347.1,328.38,346.53,485.01,12.580400466918945,283.41
2020-11-12,373.23,447.62,233.6,116.6312255859375,101.78063201904297,520.41,741.64,282.0774841308594,125.2387924194336,120.47128295898438,175.9600067138672,742.19,1555.4,347.39,328.38,346.74,479.39,12.580400466918945,283.41
2020-11-13,,,,117.62110900878906,101.78063201904297,,,284.5520324707031,125.18225860595703,120.6134262084961,177.16000366210938,,,,,,,12.580400466918945,
2020-11-15,372.9,447.71,233.46,,,520.52,742.06,,,,,746.5,1567.01,347.5,328.41,346.88,482.79,,283.4
2020-11-16,374.21,447.93,233.84,118.75655364990234,101.78063201904297,520.8,742.82,286.7723388671875,125.1633529663086,121.00430297851562,177.14999389648438,771.0,1585.74,348.23,328.43,347.43,495.1,12.580400466918945,283.42
2020-11-17,374.37,448.1,233.79,118.0966567993164,101.78063201904297,521.03,743.47,285.8627014160156,125.28595733642578,121.39524841308594,176.5,743.18,1582.18,348.96,328.42,348.15,474.79,12.580400466918945,283.4
2020-11-18,374.55,448.51,233.89,116.83502197265625,101.78063201904297,521.57,745.02,283.75,125.24825286865234,121.65287017822266,175.49000549316406,782.85,1612.24,349.33,328.4,348.69,502.28,12.580400466918945,283.4
2020-11-19,375.83,448.69,234.07,117.7763900756836,101.78063201904297,521.8,745.77,285.9702453613281,125.29537963867188,122.32807159423828,175.16000366210938,805.17,1605.84,349.36,328.4,348.55,513.05,12.580400466918945,283.46
2020-11-20,,,,116.56330108642578,101.78063201904297,,,284.0141296386719,125.36141967773438,122.22149658203125,175.69000244140625,,,,,,,12.580400466918945,
2020-11-22,375.53,448.77,234.05,,,521.91,746.16,,,,,816.9,1616.08,349.97,328.39,349.04,520.18,,283.43
2020-11-23,375.87,448.59,234.08,116.53419494628906,101.78063201904297,521.67,745.32,284.0239562988281,125.3048324584961,122.37254333496094,172.22999572753906,831.91,1669.79,350.68,328.41,350.03,528.81,12.580400466918945,283.43
2020-11-24,376.49,448.2,234.17,118.15486907958984,101.78063201904297,521.16,743.86,288.0144348144531,125.26713562011719,122.09711456298828,169.58999633789062,829.21,1665.57,350.88,328.37,350.39,528.12,12.580400466918945,283.42
2020-11-25,376.75,448.18,234.29,118.40719604492188,101.78063201904297,521.14,743.75,289.7847595214844,125.29537963867188,122.1681900024414,169.50999450683594,832.03,1658.7,350.72,328.37,350.44,529.9,12.580400466918945,283.41
2020-11-26,377.72,448.54,234.35,,,521.59,745.09,,,,,844.7,1678.14,351.46,328.34,350.99,536.83,,283.49
2020-11-27,,,,119.03801727294922,101.78978729248047,,,292.4549255371094,125.42745208740234,122.60352325439453,167.7899932861328,,,,,,,12.580400466918945,
2020-11-29,378.07,448.54,234.42,,,521.59,744.85,,,,,853.89,1665.9,350.43,328.33,350.72,542.8,,283.47
2020-11-30,377.32,448.13,234.34,119.83380126953125,101.77142333984375,521.07,743.47,293.0515441894531,125.44631958007812,123.02994537353516,166.6699981689453,852.17,1646.86,349.64,328.3,350.01,542.41,12.580400466918945,283.43
2020-12-01,376.8,447.83,234.4,121.36713409423828,101.77325439453125,520.68,742.4,296.807373046875,125.18205261230469,122.56346130371094,170.17999267578125,841.4,1638.09,349.51,328.32,350.04,537.08,12.580400466918945,283.42
2020-12-02,376.44,447.28,234.39,121.1827621459961,101.77325439453125,519.93,740.31,297.1888122558594,125.15372467041016,122.15398406982422,171.4600067138672,800.79,1601.19,348.62,328.29,349.72,511.83,12.580400466918945,283.51
2020-12-03,376.66,447.6,234.39,121.10511016845703,101.77325439453125,520.35,741.39,297.6094055175781,125.29529571533203,122.63467407226562,172.80999755859375,816.95,1614.36,348.76,328.34,349.83,522.15,12.580400466918945,283.51
2020-12-04,,,,122.31820678710938,101.78246307373047,,,298.8221740722656,125.14434814453125,121.95817565917969,172.32000732421875,,,,,,,12.580400466918945,
2020-12-06,376.1,447.03,234.38,,,519.62,739.33,,,,,843.91,1641.45,349.04,328.31,349.87,537.3,,283.41
2020-12-07,376.31,447.37,234.32,122.6675796508789,101.78246307373047,520.07,740.43,300.5142822265625,125.3142318725586,122.06498718261719,174.88999938964844,841.05,1639.87,349.35,328.33,350.3,535.22,12.580400466918945,283.43
2020-12-08,375.38,447.19,234.2,123.0654525756836,101.77325439453125,519.83,739.79,301.53143310546875,125.34248352050781,121.92254638671875,175.5,806.14,1636.17,349.22,328.33,350.16,521.48,12.580400466918945,283.45
2020-12-09,375.25,446.73,234.26,120.70720672607422,101.78246307373047,519.22,737.91,294.7044677734375,125.25755310058594,121.47743225097656,172.5,802.15,1657.93,349.5,328.35,350.41,521.12,12.580400466918945,283.47
2020-12-10,375.09,446.36,234.33,120.88189697265625,101.79167938232422,518.74,736.51,295.8879089355469,125.39911651611328,122.08277893066406,172.1699981689453,798.84,1651.56,349.56,328.36,350.44,519.82,12.580400466918945,283.45
2020-12-11,,,,120.62957763671875,101.78246307373047,,,295.2326354980469,125.53121948242188,122.20738983154297,172.49000549316406,,,,,,,12.580400466918945,
2020-12-13,375.61,446.81,234.4,,,519.32,738.13,,,,,790.4,1671.44,349.83,328.37,350.72,516.31,,283.47
